,topic_name,stationary_prob
0,selection,0.10788008877859435
1,separation,0.09356571198244192
2,housing,0.09231298664672738
3,intakeprocedures,0.07906714708570994
4,violence,0.07584200930081551
5,forcedlabour,0.0743921557174532
6,massmurder,0.06194052686480061
7,food,0.05459232243463063
8,socialrelations,0.0523884928853772
9,adaptation,0.05233577072453757
10,outtransfer,0.04644458790452758
11,aidgiving,0.04572235467591181
12,tattoo,0.03900818389446214
13,medical,0.027917997934402035
14,intransfere,0.020953163433702373
15,clothing,0.020707282617328956
16,liberation,0.015047822984595406
17,psychologicalreactions,0.01046901545989094
18,medicalexperiments,0.009053045582874722
19,spirituality,0.007915294485284023
20,communication,0.0063346154481578945
21,death,0.0061094231577738765
